,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
7991,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,33,Other Asian countries
7992,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,48,Other Asian countries
7993,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,104,Other Asian countries
7994,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,34,Other Asian countries
7995,6,Men,Gràcia,Vallcarca i els Penitents,28,11,Other Asian countries
7996,6,Men,Gràcia,el Coll,29,2,Other Asian countries
7997,6,Men,Gràcia,la Salut,30,18,Other Asian countries
7998,6,Men,Gràcia,la Vila de Gràcia,31,151,Other Asian countries
7999,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,46,Other Asian countries
8000,7,Men,Horta-Guinardó,el Baix Guinardó,33,28,Other Asian countries
8001,7,Men,Horta-Guinardó,Can Baró,34,15,Other Asian countries
8002,7,Men,Horta-Guinardó,el Guinardó,35,23,Other Asian countries
8003,7,Men,Horta-Guinardó,la Font d'en Fargues,36,4,Other Asian countries
8004,7,Men,Horta-Guinardó,el Carmel,37,38,Other Asian countries
8005,7,Men,Horta-Guinardó,la Teixonera,38,5,Other Asian countries
8006,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,23,Other Asian countries
8007,7,Men,Horta-Guinardó,Montbau,40,1,Other Asian countries
8008,7,Men,Horta-Guinardó,la Vall d'Hebron,41,7,Other Asian countries
8009,7,Men,Horta-Guinardó,la Clota,42,1,Other Asian countries
8010,7,Men,Horta-Guinardó,Horta,43,56,Other Asian countries
8011,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,15,Other Asian countries
8012,8,Men,Nou Barris,Porta,45,18,Other Asian countries
8013,8,Men,Nou Barris,el Turó de la Peira,46,14,Other Asian countries
8014,8,Men,Nou Barris,Can Peguera,47,3,Other Asian countries
8015,6,Women,Gràcia,la Salut,30,43,Germany
8016,8,Men,Nou Barris,la Guineueta,48,11,Other Asian countries
8017,8,Men,Nou Barris,Canyelles,49,3,Other Asian countries
8018,8,Men,Nou Barris,les Roquetes,50,7,Other Asian countries
8019,8,Men,Nou Barris,Verdun,51,10,Other Asian countries
8020,8,Men,Nou Barris,la Prosperitat,52,24,Other Asian countries
8021,8,Men,Nou Barris,la Trinitat Nova,53,7,Other Asian countries
8022,8,Men,Nou Barris,Torre Baró,54,4,Other Asian countries
8023,8,Men,Nou Barris,Ciutat Meridiana,55,11,Other Asian countries
8024,8,Men,Nou Barris,Vallbona,56,1,Other Asian countries
8025,9,Men,Sant Andreu,la Trinitat Vella,57,7,Other Asian countries
8026,9,Men,Sant Andreu,Baró de Viver,58,2,Other Asian countries
8027,9,Men,Sant Andreu,el Bon Pastor,59,3,Other Asian countries
8028,9,Men,Sant Andreu,Sant Andreu,60,43,Other Asian countries
8029,9,Men,Sant Andreu,la Sagrera,61,9,Other Asian countries
8030,9,Men,Sant Andreu,el Congrés i els Indians,62,6,Other Asian countries
8031,9,Men,Sant Andreu,Navas,63,26,Other Asian countries
8032,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,33,Other Asian countries
8033,10,Men,Sant Martí,el Clot,65,30,Other Asian countries
8034,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,38,Other Asian countries
8035,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,18,Other Asian countries
8036,10,Men,Sant Martí,el Poblenou,68,58,Other Asian countries
8037,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,28,Other Asian countries
8038,10,Men,Sant Martí,el Besòs i el Maresme,70,36,Other Asian countries
8039,10,Men,Sant Martí,Provençals del Poblenou,71,14,Other Asian countries
8040,10,Men,Sant Martí,Sant Martí de Provençals,72,13,Other Asian countries
8041,10,Men,Sant Martí,la Verneda i la Pau,73,16,Other Asian countries
8042,1,Men,Ciutat Vella,el Raval,1,12,Oceania
8043,1,Men,Ciutat Vella,el Barri Gòtic,2,26,Oceania
8044,1,Men,Ciutat Vella,la Barceloneta,3,16,Oceania
8045,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,37,Oceania
8046,2,Men,Eixample,el Fort Pienc,5,9,Oceania
8047,2,Men,Eixample,la Sagrada Família,6,10,Oceania
8048,2,Men,Eixample,la Dreta de l'Eixample,7,33,Oceania
8049,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,21,Oceania
8050,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,13,Oceania
8051,2,Men,Eixample,Sant Antoni,10,10,Oceania
8052,3,Men,Sants-Montjuïc,el Poble Sec,11,10,Oceania
8053,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Oceania
8054,3,Men,Sants-Montjuïc,la Marina de Port,13,1,Oceania
8055,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,0,Oceania
8056,3,Men,Sants-Montjuïc,Hostafrancs,15,1,Oceania
8057,3,Men,Sants-Montjuïc,la Bordeta,16,1,Oceania
8058,3,Men,Sants-Montjuïc,Sants - Badal,17,2,Oceania
8059,3,Men,Sants-Montjuïc,Sants,18,5,Oceania
8060,4,Men,Les Corts,les Corts,19,7,Oceania
8061,4,Men,Les Corts,la Maternitat i Sant Ramon,20,0,Oceania
8062,4,Men,Les Corts,Pedralbes,21,2,Oceania
8063,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,2,Oceania
8064,5,Men,Sarrià-Sant Gervasi,Sarrià,23,5,Oceania
8065,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,6,Oceania
8066,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,6,Oceania
8067,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,7,Oceania
8068,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,7,Oceania
8069,6,Men,Gràcia,Vallcarca i els Penitents,28,2,Oceania
8070,6,Men,Gràcia,el Coll,29,1,Oceania
8071,6,Men,Gràcia,la Salut,30,2,Oceania
8072,6,Men,Gràcia,la Vila de Gràcia,31,23,Oceania
8073,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,6,Oceania
8074,7,Men,Horta-Guinardó,el Baix Guinardó,33,1,Oceania
8075,7,Men,Horta-Guinardó,Can Baró,34,1,Oceania
8076,7,Men,Horta-Guinardó,el Guinardó,35,4,Oceania
8077,7,Men,Horta-Guinardó,la Font d'en Fargues,36,0,Oceania
8078,7,Men,Horta-Guinardó,el Carmel,37,2,Oceania
8079,7,Men,Horta-Guinardó,la Teixonera,38,0,Oceania
8080,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,0,Oceania
8081,7,Men,Horta-Guinardó,Montbau,40,0,Oceania
8082,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Oceania
8083,7,Men,Horta-Guinardó,la Clota,42,0,Oceania
8084,7,Men,Horta-Guinardó,Horta,43,1,Oceania
8085,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,0,Oceania
8086,8,Men,Nou Barris,Porta,45,0,Oceania
8087,8,Men,Nou Barris,el Turó de la Peira,46,1,Oceania
8088,8,Men,Nou Barris,Can Peguera,47,0,Oceania
8089,8,Men,Nou Barris,la Guineueta,48,0,Oceania
8090,8,Men,Nou Barris,Canyelles,49,0,Oceania
8091,8,Men,Nou Barris,les Roquetes,50,0,Oceania
8092,8,Men,Nou Barris,Verdun,51,0,Oceania
8093,8,Men,Nou Barris,la Prosperitat,52,0,Oceania
8094,8,Men,Nou Barris,la Trinitat Nova,53,1,Oceania
8095,8,Men,Nou Barris,Torre Baró,54,0,Oceania
8096,8,Men,Nou Barris,Ciutat Meridiana,55,0,Oceania
8097,8,Men,Nou Barris,Vallbona,56,0,Oceania
8098,9,Men,Sant Andreu,la Trinitat Vella,57,0,Oceania
8099,9,Men,Sant Andreu,Baró de Viver,58,0,Oceania
8100,9,Men,Sant Andreu,el Bon Pastor,59,0,Oceania
8101,9,Men,Sant Andreu,Sant Andreu,60,1,Oceania
8102,9,Men,Sant Andreu,la Sagrera,61,0,Oceania
8103,9,Men,Sant Andreu,el Congrés i els Indians,62,1,Oceania
8104,9,Men,Sant Andreu,Navas,63,1,Oceania
