,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
8352,8,Women,Nou Barris,Verdun,51,4,Germany
8353,8,Women,Nou Barris,la Prosperitat,52,10,Germany
8354,8,Women,Nou Barris,la Trinitat Nova,53,0,Germany
8355,8,Women,Nou Barris,Torre Baró,54,0,Germany
8356,8,Women,Nou Barris,Ciutat Meridiana,55,3,Germany
8357,8,Women,Nou Barris,Vallbona,56,1,Germany
8358,9,Women,Sant Andreu,la Trinitat Vella,57,1,Germany
8359,9,Women,Sant Andreu,Baró de Viver,58,2,Germany
8360,9,Women,Sant Andreu,el Bon Pastor,59,11,Germany
8361,9,Women,Sant Andreu,Sant Andreu,60,33,Germany
8362,9,Women,Sant Andreu,la Sagrera,61,28,Germany
8363,9,Women,Sant Andreu,el Congrés i els Indians,62,20,Germany
8364,9,Women,Sant Andreu,Navas,63,19,Germany
8365,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,81,Germany
8366,10,Women,Sant Martí,el Clot,65,39,Germany
8367,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,50,Germany
8368,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,51,Germany
8369,10,Women,Sant Martí,el Poblenou,68,182,Germany
8370,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,45,Germany
8371,10,Women,Sant Martí,el Besòs i el Maresme,70,16,Germany
8372,10,Women,Sant Martí,Provençals del Poblenou,71,36,Germany
8373,10,Women,Sant Martí,Sant Martí de Provençals,72,18,Germany
8374,10,Women,Sant Martí,la Verneda i la Pau,73,12,Germany
8375,1,Women,Ciutat Vella,el Raval,1,164,Romania
8376,1,Women,Ciutat Vella,el Barri Gòtic,2,90,Romania
8377,1,Women,Ciutat Vella,la Barceloneta,3,48,Romania
8378,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,75,Romania
8379,2,Women,Eixample,el Fort Pienc,5,83,Romania
8380,2,Women,Eixample,la Sagrada Família,6,99,Romania
8381,2,Women,Eixample,la Dreta de l'Eixample,7,80,Romania
8382,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,85,Romania
8383,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,138,Romania
8384,2,Women,Eixample,Sant Antoni,10,64,Romania
8385,3,Women,Sants-Montjuïc,el Poble Sec,11,86,Romania
8386,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Romania
8387,3,Women,Sants-Montjuïc,la Marina de Port,13,87,Romania
8388,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,37,Romania
8389,3,Women,Sants-Montjuïc,Hostafrancs,15,62,Romania
8390,3,Women,Sants-Montjuïc,la Bordeta,16,40,Romania
8391,3,Women,Sants-Montjuïc,Sants - Badal,17,97,Romania
8392,3,Women,Sants-Montjuïc,Sants,18,167,Romania
8393,4,Women,Les Corts,les Corts,19,88,Romania
8394,4,Women,Les Corts,la Maternitat i Sant Ramon,20,37,Romania
8395,4,Women,Les Corts,Pedralbes,21,23,Romania
8396,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,8,Romania
8397,5,Women,Sarrià-Sant Gervasi,Sarrià,23,17,Romania
8398,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,7,Romania
8399,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,53,Romania
8400,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,61,Romania
8401,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,44,Romania
8402,6,Women,Gràcia,Vallcarca i els Penitents,28,30,Romania
8403,6,Women,Gràcia,el Coll,29,32,Romania
8404,6,Women,Gràcia,la Salut,30,29,Romania
8405,6,Women,Gràcia,la Vila de Gràcia,31,83,Romania
8406,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,111,Romania
8407,7,Women,Horta-Guinardó,el Baix Guinardó,33,66,Romania
8408,7,Women,Horta-Guinardó,Can Baró,34,22,Romania
8409,7,Women,Horta-Guinardó,el Guinardó,35,101,Romania
8410,7,Women,Horta-Guinardó,la Font d'en Fargues,36,19,Romania
8411,7,Women,Horta-Guinardó,el Carmel,37,108,Romania
8412,7,Women,Horta-Guinardó,la Teixonera,38,21,Romania
8413,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,8,Romania
8414,7,Women,Horta-Guinardó,Montbau,40,12,Romania
8415,7,Women,Horta-Guinardó,la Vall d'Hebron,41,19,Romania
8416,7,Women,Horta-Guinardó,la Clota,42,0,Romania
8417,7,Women,Horta-Guinardó,Horta,43,90,Romania
8418,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,51,Romania
8419,8,Women,Nou Barris,Porta,45,84,Romania
8420,8,Women,Nou Barris,el Turó de la Peira,46,47,Romania
8421,8,Women,Nou Barris,Can Peguera,47,4,Romania
8422,8,Women,Nou Barris,la Guineueta,48,48,Romania
8423,8,Women,Nou Barris,Canyelles,49,16,Romania
8424,8,Women,Nou Barris,les Roquetes,50,85,Romania
8425,8,Women,Nou Barris,Verdun,51,30,Romania
8426,8,Women,Nou Barris,la Prosperitat,52,69,Romania
8427,8,Women,Nou Barris,la Trinitat Nova,53,25,Romania
8428,8,Women,Nou Barris,Torre Baró,54,2,Romania
8429,8,Women,Nou Barris,Ciutat Meridiana,55,41,Romania
8430,8,Women,Nou Barris,Vallbona,56,1,Romania
8431,9,Women,Sant Andreu,la Trinitat Vella,57,72,Romania
8432,9,Women,Sant Andreu,Baró de Viver,58,7,Romania
8433,9,Women,Sant Andreu,el Bon Pastor,59,42,Romania
8434,9,Women,Sant Andreu,Sant Andreu,60,80,Romania
8435,9,Women,Sant Andreu,la Sagrera,61,65,Romania
8436,9,Women,Sant Andreu,el Congrés i els Indians,62,32,Romania
8437,9,Women,Sant Andreu,Navas,63,69,Romania
8438,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,79,Romania
8439,10,Women,Sant Martí,el Clot,65,74,Romania
8440,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,45,Romania
8441,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,20,Romania
8442,10,Women,Sant Martí,el Poblenou,68,69,Romania
8443,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,37,Romania
8444,10,Women,Sant Martí,el Besòs i el Maresme,70,181,Romania
8445,10,Women,Sant Martí,Provençals del Poblenou,71,63,Romania
8446,10,Women,Sant Martí,Sant Martí de Provençals,72,66,Romania
8447,10,Women,Sant Martí,la Verneda i la Pau,73,77,Romania
8448,1,Women,Ciutat Vella,el Raval,1,84,Portugal
8449,1,Women,Ciutat Vella,el Barri Gòtic,2,37,Portugal
8450,1,Women,Ciutat Vella,la Barceloneta,3,71,Portugal
8451,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,74,Portugal
8452,2,Women,Eixample,el Fort Pienc,5,82,Portugal
8453,2,Women,Eixample,la Sagrada Família,6,154,Portugal
8454,2,Women,Eixample,la Dreta de l'Eixample,7,108,Portugal
8455,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,112,Portugal
8456,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,119,Portugal
8457,2,Women,Eixample,Sant Antoni,10,84,Portugal
8458,3,Women,Sants-Montjuïc,el Poble Sec,11,77,Portugal
8459,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Portugal
8460,3,Women,Sants-Montjuïc,la Marina de Port,13,32,Portugal
8461,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,18,Portugal
8462,3,Women,Sants-Montjuïc,Hostafrancs,15,28,Portugal
8463,3,Women,Sants-Montjuïc,la Bordeta,16,15,Portugal
8464,3,Women,Sants-Montjuïc,Sants - Badal,17,29,Portugal
8465,3,Women,Sants-Montjuïc,Sants,18,64,Portugal
8466,4,Women,Les Corts,les Corts,19,80,Portugal
8467,4,Women,Les Corts,la Maternitat i Sant Ramon,20,31,Portugal
8468,4,Women,Les Corts,Pedralbes,21,11,Portugal
8469,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Portugal
8470,5,Women,Sarrià-Sant Gervasi,Sarrià,23,17,Portugal
8471,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,23,Portugal
8472,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,27,Portugal
8473,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,58,Portugal
8474,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,78,Portugal
8475,6,Women,Gràcia,Vallcarca i els Penitents,28,35,Portugal
8476,6,Women,Gràcia,el Coll,29,6,Portugal
8477,6,Women,Gràcia,la Salut,30,21,Portugal
8478,6,Women,Gràcia,la Vila de Gràcia,31,138,Portugal
8479,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,75,Portugal
8480,7,Women,Horta-Guinardó,el Baix Guinardó,33,44,Portugal
8481,7,Women,Horta-Guinardó,Can Baró,34,10,Portugal
8482,7,Women,Horta-Guinardó,el Guinardó,35,65,Portugal
8483,7,Women,Horta-Guinardó,la Font d'en Fargues,36,12,Portugal
8484,7,Women,Horta-Guinardó,el Carmel,37,35,Portugal
8485,7,Women,Horta-Guinardó,la Teixonera,38,20,Portugal
8486,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,7,Portugal
8487,7,Women,Horta-Guinardó,Montbau,40,10,Portugal
8488,7,Women,Horta-Guinardó,la Vall d'Hebron,41,3,Portugal
8489,7,Women,Horta-Guinardó,la Clota,42,0,Portugal
8490,7,Women,Horta-Guinardó,Horta,43,18,Portugal
8491,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,16,Portugal
8492,8,Women,Nou Barris,Porta,45,25,Portugal
8493,8,Women,Nou Barris,el Turó de la Peira,46,13,Portugal
8494,8,Women,Nou Barris,Can Peguera,47,2,Portugal
8495,8,Women,Nou Barris,la Guineueta,48,8,Portugal
8496,8,Women,Nou Barris,Canyelles,49,3,Portugal
8497,8,Women,Nou Barris,les Roquetes,50,8,Portugal
8498,8,Women,Nou Barris,Verdun,51,17,Portugal
8499,8,Women,Nou Barris,la Prosperitat,52,17,Portugal
8500,8,Women,Nou Barris,la Trinitat Nova,53,4,Portugal
8501,8,Women,Nou Barris,Torre Baró,54,8,Portugal
8502,8,Women,Nou Barris,Ciutat Meridiana,55,7,Portugal
8503,8,Women,Nou Barris,Vallbona,56,1,Portugal
8504,9,Women,Sant Andreu,la Trinitat Vella,57,5,Portugal
8505,9,Women,Sant Andreu,Baró de Viver,58,3,Portugal
8506,9,Women,Sant Andreu,el Bon Pastor,59,22,Portugal
8507,9,Women,Sant Andreu,Sant Andreu,60,49,Portugal
8508,9,Women,Sant Andreu,la Sagrera,61,26,Portugal
8509,9,Women,Sant Andreu,el Congrés i els Indians,62,13,Portugal
8510,9,Women,Sant Andreu,Navas,63,34,Portugal
8511,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,64,Portugal
8512,10,Women,Sant Martí,el Clot,65,62,Portugal
8513,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,27,Portugal
8514,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,25,Portugal
8515,10,Women,Sant Martí,el Poblenou,68,69,Portugal
8516,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,28,Portugal
8517,10,Women,Sant Martí,el Besòs i el Maresme,70,32,Portugal
8518,10,Women,Sant Martí,Provençals del Poblenou,71,32,Portugal
8519,10,Women,Sant Martí,Sant Martí de Provençals,72,33,Portugal
8520,10,Women,Sant Martí,la Verneda i la Pau,73,13,Portugal
8521,1,Women,Ciutat Vella,el Raval,1,89,Ukraine
8522,1,Women,Ciutat Vella,el Barri Gòtic,2,61,Ukraine
8523,1,Women,Ciutat Vella,la Barceloneta,3,50,Ukraine
8524,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,61,Ukraine
8525,2,Women,Eixample,el Fort Pienc,5,70,Ukraine
8526,2,Women,Eixample,la Sagrada Família,6,93,Ukraine
8527,2,Women,Eixample,la Dreta de l'Eixample,7,55,Ukraine
8528,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,65,Ukraine
8529,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,73,Ukraine
8530,2,Women,Eixample,Sant Antoni,10,50,Ukraine
8531,3,Women,Sants-Montjuïc,el Poble Sec,11,41,Ukraine
8532,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Ukraine
8533,3,Women,Sants-Montjuïc,la Marina de Port,13,45,Ukraine
8534,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,20,Ukraine
8535,3,Women,Sants-Montjuïc,Hostafrancs,15,24,Ukraine
8536,3,Women,Sants-Montjuïc,la Bordeta,16,15,Ukraine
8537,3,Women,Sants-Montjuïc,Sants - Badal,17,47,Ukraine
8538,3,Women,Sants-Montjuïc,Sants,18,69,Ukraine
8539,4,Women,Les Corts,les Corts,19,63,Ukraine
8540,4,Women,Les Corts,la Maternitat i Sant Ramon,20,38,Ukraine
8541,4,Women,Les Corts,Pedralbes,21,25,Ukraine
8542,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Ukraine
8543,5,Women,Sarrià-Sant Gervasi,Sarrià,23,27,Ukraine
8544,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,12,Ukraine
8545,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,26,Ukraine
8546,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,49,Ukraine
8547,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,21,Ukraine
8548,6,Women,Gràcia,Vallcarca i els Penitents,28,34,Ukraine
8549,6,Women,Gràcia,el Coll,29,17,Ukraine
8550,6,Women,Gràcia,la Salut,30,6,Ukraine
8551,6,Women,Gràcia,la Vila de Gràcia,31,66,Ukraine
8552,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,42,Ukraine
8553,7,Women,Horta-Guinardó,el Baix Guinardó,33,37,Ukraine
8554,7,Women,Horta-Guinardó,Can Baró,34,22,Ukraine
8555,7,Women,Horta-Guinardó,el Guinardó,35,79,Ukraine
8556,7,Women,Horta-Guinardó,la Font d'en Fargues,36,11,Ukraine
8557,7,Women,Horta-Guinardó,el Carmel,37,61,Ukraine
8558,7,Women,Horta-Guinardó,la Teixonera,38,30,Ukraine
8559,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,29,Ukraine
8560,7,Women,Horta-Guinardó,Montbau,40,9,Ukraine
8561,10,Women,Sant Martí,el Poblenou,68,61,Poland
8562,7,Women,Horta-Guinardó,la Vall d'Hebron,41,11,Ukraine
8563,7,Women,Horta-Guinardó,la Clota,42,0,Ukraine
8564,7,Women,Horta-Guinardó,Horta,43,53,Ukraine
8565,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,52,Ukraine
8566,8,Women,Nou Barris,Porta,45,71,Ukraine
8567,8,Women,Nou Barris,el Turó de la Peira,46,56,Ukraine
8568,8,Women,Nou Barris,Can Peguera,47,4,Ukraine
8569,8,Women,Nou Barris,la Guineueta,48,39,Ukraine
8570,8,Women,Nou Barris,Canyelles,49,10,Ukraine
8571,8,Women,Nou Barris,les Roquetes,50,52,Ukraine
8572,8,Women,Nou Barris,Verdun,51,42,Ukraine
8573,8,Women,Nou Barris,la Prosperitat,52,54,Ukraine
8574,8,Women,Nou Barris,la Trinitat Nova,53,41,Ukraine
8575,8,Women,Nou Barris,Torre Baró,54,1,Ukraine
8576,8,Women,Nou Barris,Ciutat Meridiana,55,37,Ukraine
8577,8,Women,Nou Barris,Vallbona,56,5,Ukraine
8578,9,Women,Sant Andreu,la Trinitat Vella,57,34,Ukraine
8579,9,Women,Sant Andreu,Baró de Viver,58,2,Ukraine
8580,9,Women,Sant Andreu,el Bon Pastor,59,36,Ukraine
8581,9,Women,Sant Andreu,Sant Andreu,60,69,Ukraine
8582,9,Women,Sant Andreu,la Sagrera,61,57,Ukraine
8583,9,Women,Sant Andreu,el Congrés i els Indians,62,22,Ukraine
8584,9,Women,Sant Andreu,Navas,63,41,Ukraine
8585,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,67,Ukraine
8586,10,Women,Sant Martí,el Clot,65,48,Ukraine
8587,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,33,Ukraine
8588,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,23,Ukraine
8589,10,Women,Sant Martí,el Poblenou,68,51,Ukraine
8590,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,48,Ukraine
8591,10,Women,Sant Martí,el Besòs i el Maresme,70,160,Ukraine
8592,10,Women,Sant Martí,Provençals del Poblenou,71,67,Ukraine
8593,10,Women,Sant Martí,Sant Martí de Provençals,72,54,Ukraine
8594,10,Women,Sant Martí,la Verneda i la Pau,73,73,Ukraine
8595,1,Women,Ciutat Vella,el Raval,1,99,Poland
8596,1,Women,Ciutat Vella,el Barri Gòtic,2,58,Poland
8597,1,Women,Ciutat Vella,la Barceloneta,3,63,Poland
8598,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,87,Poland
8599,2,Women,Eixample,el Fort Pienc,5,53,Poland
8600,2,Women,Eixample,la Sagrada Família,6,93,Poland
8601,2,Women,Eixample,la Dreta de l'Eixample,7,86,Poland
8602,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,67,Poland
8603,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,78,Poland
8604,2,Women,Eixample,Sant Antoni,10,62,Poland
8605,3,Women,Sants-Montjuïc,el Poble Sec,11,82,Poland
8606,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Poland
8607,3,Women,Sants-Montjuïc,la Marina de Port,13,31,Poland
8608,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,14,Poland
8609,3,Women,Sants-Montjuïc,Hostafrancs,15,35,Poland
8610,3,Women,Sants-Montjuïc,la Bordeta,16,23,Poland
8611,3,Women,Sants-Montjuïc,Sants - Badal,17,30,Poland
8612,3,Women,Sants-Montjuïc,Sants,18,46,Poland
8613,4,Women,Les Corts,les Corts,19,43,Poland
8614,4,Women,Les Corts,la Maternitat i Sant Ramon,20,18,Poland
8615,4,Women,Les Corts,Pedralbes,21,5,Poland
8616,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Poland
8617,5,Women,Sarrià-Sant Gervasi,Sarrià,23,22,Poland
8618,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,11,Poland
8619,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,19,Poland
8620,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,30,Poland
8621,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,31,Poland
8622,6,Women,Gràcia,Vallcarca i els Penitents,28,17,Poland
8623,6,Women,Gràcia,el Coll,29,12,Poland
8624,6,Women,Gràcia,la Salut,30,19,Poland
8625,6,Women,Gràcia,la Vila de Gràcia,31,97,Poland
8626,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,49,Poland
8627,7,Women,Horta-Guinardó,el Baix Guinardó,33,31,Poland
8628,7,Women,Horta-Guinardó,Can Baró,34,12,Poland
8629,7,Women,Horta-Guinardó,el Guinardó,35,48,Poland
8630,7,Women,Horta-Guinardó,la Font d'en Fargues,36,9,Poland
8631,7,Women,Horta-Guinardó,el Carmel,37,40,Poland
8632,7,Women,Horta-Guinardó,la Teixonera,38,8,Poland
8633,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,11,Poland
8634,7,Women,Horta-Guinardó,Montbau,40,3,Poland
8635,7,Women,Horta-Guinardó,la Vall d'Hebron,41,5,Poland
8636,7,Women,Horta-Guinardó,la Clota,42,0,Poland
8637,7,Women,Horta-Guinardó,Horta,43,15,Poland
8638,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,14,Poland
8639,8,Women,Nou Barris,Porta,45,13,Poland
8640,8,Women,Nou Barris,el Turó de la Peira,46,6,Poland
8641,8,Women,Nou Barris,Can Peguera,47,1,Poland
8642,8,Women,Nou Barris,la Guineueta,48,10,Poland
8643,8,Women,Nou Barris,Canyelles,49,0,Poland
8644,8,Women,Nou Barris,les Roquetes,50,19,Poland
8645,8,Women,Nou Barris,Verdun,51,3,Poland
8646,8,Women,Nou Barris,la Prosperitat,52,9,Poland
8647,8,Women,Nou Barris,la Trinitat Nova,53,0,Poland
8648,8,Women,Nou Barris,Torre Baró,54,3,Poland
8649,8,Women,Nou Barris,Ciutat Meridiana,55,12,Poland
8650,8,Women,Nou Barris,Vallbona,56,2,Poland
8651,9,Women,Sant Andreu,la Trinitat Vella,57,1,Poland
8652,9,Women,Sant Andreu,Baró de Viver,58,0,Poland
8653,9,Women,Sant Andreu,el Bon Pastor,59,8,Poland
8654,9,Women,Sant Andreu,Sant Andreu,60,24,Poland
8655,9,Women,Sant Andreu,la Sagrera,61,26,Poland
8656,9,Women,Sant Andreu,el Congrés i els Indians,62,20,Poland
8657,9,Women,Sant Andreu,Navas,63,26,Poland
8658,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,57,Poland
8659,10,Women,Sant Martí,el Clot,65,35,Poland
8660,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,35,Poland
8661,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,32,Poland
8662,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,24,Poland
8663,10,Women,Sant Martí,el Besòs i el Maresme,70,24,Poland
8664,10,Women,Sant Martí,Provençals del Poblenou,71,39,Poland
8665,10,Women,Sant Martí,Sant Martí de Provençals,72,14,Poland
8666,10,Women,Sant Martí,la Verneda i la Pau,73,20,Poland
8667,1,Women,Ciutat Vella,el Raval,1,88,Netherlands
8668,1,Women,Ciutat Vella,el Barri Gòtic,2,81,Netherlands
8669,1,Women,Ciutat Vella,la Barceloneta,3,51,Netherlands
8670,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,89,Netherlands
8671,2,Women,Eixample,el Fort Pienc,5,36,Netherlands
8672,2,Women,Eixample,la Sagrada Família,6,68,Netherlands
8673,2,Women,Eixample,la Dreta de l'Eixample,7,98,Netherlands
8674,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,83,Netherlands
8675,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,49,Netherlands
8676,2,Women,Eixample,Sant Antoni,10,45,Netherlands
8677,3,Women,Sants-Montjuïc,el Poble Sec,11,46,Netherlands
8678,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Netherlands
8679,3,Women,Sants-Montjuïc,la Marina de Port,13,6,Netherlands
8680,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,2,Netherlands
8681,3,Women,Sants-Montjuïc,Hostafrancs,15,17,Netherlands
8682,3,Women,Sants-Montjuïc,la Bordeta,16,3,Netherlands
8683,3,Women,Sants-Montjuïc,Sants - Badal,17,5,Netherlands
8684,3,Women,Sants-Montjuïc,Sants,18,26,Netherlands
8685,4,Women,Les Corts,les Corts,19,18,Netherlands
8686,4,Women,Les Corts,la Maternitat i Sant Ramon,20,10,Netherlands
8687,4,Women,Les Corts,Pedralbes,21,3,Netherlands
8688,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,10,Netherlands
8689,5,Women,Sarrià-Sant Gervasi,Sarrià,23,24,Netherlands
8690,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,16,Netherlands
8691,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,23,Netherlands
8692,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,56,Netherlands
8693,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,31,Netherlands
8694,6,Women,Gràcia,Vallcarca i els Penitents,28,17,Netherlands
8695,6,Women,Gràcia,el Coll,29,3,Netherlands
8696,6,Women,Gràcia,la Salut,30,17,Netherlands
8697,6,Women,Gràcia,la Vila de Gràcia,31,86,Netherlands
8698,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,21,Netherlands
8699,7,Women,Horta-Guinardó,el Baix Guinardó,33,13,Netherlands
8700,7,Women,Horta-Guinardó,Can Baró,34,4,Netherlands
8701,7,Women,Horta-Guinardó,el Guinardó,35,11,Netherlands
8702,7,Women,Horta-Guinardó,la Font d'en Fargues,36,2,Netherlands
8703,7,Women,Horta-Guinardó,el Carmel,37,13,Netherlands
8704,7,Women,Horta-Guinardó,la Teixonera,38,4,Netherlands
8705,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,5,Netherlands
8706,7,Women,Horta-Guinardó,Montbau,40,1,Netherlands
8707,7,Women,Horta-Guinardó,la Vall d'Hebron,41,0,Netherlands
8708,7,Women,Horta-Guinardó,la Clota,42,0,Netherlands
8709,7,Women,Horta-Guinardó,Horta,43,5,Netherlands
8710,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,9,Netherlands
8711,8,Women,Nou Barris,Porta,45,10,Netherlands
8712,8,Women,Nou Barris,el Turó de la Peira,46,3,Netherlands
8713,8,Women,Nou Barris,Can Peguera,47,0,Netherlands
8714,8,Women,Nou Barris,la Guineueta,48,7,Netherlands
8715,8,Women,Nou Barris,Canyelles,49,0,Netherlands
8716,8,Women,Nou Barris,les Roquetes,50,1,Netherlands
8717,8,Women,Nou Barris,Verdun,51,4,Netherlands
8718,8,Women,Nou Barris,la Prosperitat,52,8,Netherlands
8719,8,Women,Nou Barris,la Trinitat Nova,53,1,Netherlands
8720,8,Women,Nou Barris,Torre Baró,54,0,Netherlands
8721,8,Women,Nou Barris,Ciutat Meridiana,55,3,Netherlands
8722,8,Women,Nou Barris,Vallbona,56,1,Netherlands
8723,9,Women,Sant Andreu,la Trinitat Vella,57,7,Netherlands
8724,9,Women,Sant Andreu,Baró de Viver,58,3,Netherlands
8725,9,Women,Sant Andreu,el Bon Pastor,59,2,Netherlands
8726,9,Women,Sant Andreu,Sant Andreu,60,10,Netherlands
8727,9,Women,Sant Andreu,la Sagrera,61,8,Netherlands
8728,9,Women,Sant Andreu,el Congrés i els Indians,62,2,Netherlands
8729,9,Women,Sant Andreu,Navas,63,8,Netherlands
8730,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,40,Netherlands
8731,10,Women,Sant Martí,el Clot,65,14,Netherlands
8732,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,21,Netherlands
8733,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,20,Netherlands
8734,10,Women,Sant Martí,el Poblenou,68,43,Netherlands
8735,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,24,Netherlands
8736,10,Women,Sant Martí,el Besòs i el Maresme,70,6,Netherlands
8737,10,Women,Sant Martí,Provençals del Poblenou,71,17,Netherlands
8738,10,Women,Sant Martí,Sant Martí de Provençals,72,8,Netherlands
8739,10,Women,Sant Martí,la Verneda i la Pau,73,2,Netherlands
